"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-09-30,97887,"94949","CA","San Francisco-Oakland-Hayward","Marin County","Novato",6273,947800,-0.00252578404546411,-0.00409793001996427,0.0160806174957118,0.0427239976888865,0.0496518157314361,"2019-02","2019-Q1",965700,-0.0185357771564668,"2018-12"
2019-09-30,81224,"53115","WI","Whitewater-Elkhorn","Walworth County","Delavan",6274,177400,0.0125570776255708,0.0453741897466117,0.058472553699284,0.0512091065431786,0.0153057946760493,"2019-09","2019-Q3",177400,0,"2019-09"
2019-09-30,97472,"93907","CA","Salinas","Monterey County","Salinas",6275,593100,-0.000337097589752233,0.00423298340670505,0.0174987133299022,0.0624074565832278,0.0639472882310814,"2006-04","2006-Q2",700400,-0.153198172472873,"2004-10"
2019-09-30,59945,"05641","VT","Barre","Washington County","Barre",6276,178500,0.00280898876404494,0.0252728317059161,0.065035799522673,0.0232779318162848,0.01169925998016,"2019-09","2019-Q3",178500,0,"2019-09"
2019-09-30,59851,"05301","VT",,"Windham County","Brattleboro",6277,200700,0.00199700449326011,0.00904977375565611,0.0187817258883249,0.0245263277832306,0.00191335514814317,"2019-09","2019-Q3",200700,0,"2019-09"
2019-09-30,62256,"11783","NY","New York-Newark-Jersey City","Nassau County","Seaford",6278,503300,-0.000992457324335054,0,0.0465793304221252,0.0476980580921744,0.0262009524763562,"2019-07","2019-Q3",503900,-0.00119071244294503,"2019-06"
2019-09-30,72104,"32609","FL","Gainesville","Alachua County","Gainesville",6279,129300,0.00310318076027929,0.0245641838351822,0.0948348856900931,0.128010269290795,0.0162045160307023,"2007-05","2007-Q2",135500,-0.0457564575645756,"2006-06"
2019-09-30,81583,"54143","WI","Marinette","Marinette County","Marinette",6280,107700,0.00560224089635854,0.0257142857142857,0.173202614379085,0.0514638281538915,0.0231127294414097,"2019-09","2019-Q3",107700,0,"2019-09"
2019-09-30,60684,"07461","NJ","New York-Newark-Jersey City","Sussex County","Wantage Township",6281,239300,0.00251361541684122,0.0195994887089902,0.0509442248572683,0.0238469520329783,-0.0025546266055444,"2006-10","2006-Q4",319300,-0.250548073911682,"2003-11"
2019-09-30,58750,"02370","MA","Boston-Cambridge-Newton","Plymouth County","Rockland",6282,337300,-0.0002963841138115,-0.0014801657785672,0.017189384800965,0.0624136957956547,0.032488030605841,"2019-03","2019-Q1",342000,-0.0137426900584795,"2018-12"
2019-09-30,58655,"02141","MA","Boston-Cambridge-Newton","Middlesex County","Cambridge",6283,761600,0,-0.00301086529650478,0.0169582053678729,0.0708336025052367,0.0688348638106104,"2019-03","2019-Q1",773700,-0.0156391366162595,"2019-01"
2019-09-30,75580,"40228","KY","Louisville/Jefferson County","Jefferson County","Louisville",6284,173300,0.00405561993047509,0.0104956268221574,0.0321620011911852,0.0485907193459885,0.0253654066466398,"2019-09","2019-Q3",173300,0,"2019-09"
2019-09-30,93357,"80305","CO","Boulder","Boulder County","Boulder",6285,747900,0.00227820959528277,0.00537706681005511,0.0341537610619469,0.0837770973814129,0.0661632530833705,"2019-04","2019-Q2",750700,-0.00372985213800453,"2019-03"
2019-09-30,73629,"35816","AL","Huntsville","Madison County","Huntsville",6286,72800,0.0139275766016713,0.00970873786407767,-0.00817438692098093,,,"2018-11","2018-Q4",75100,-0.0306258322237017,"2018-09"
2019-09-30,64718,"16701","PA","Bradford","McKean County","Bradford Township",6287,68500,0.0103244837758112,0.0193452380952381,0.0753532182103611,0.039270080865748,0.0218217658837625,"2019-09","2019-Q3",68500,0,"2019-09"
2019-09-30,67478,"23005","VA","Richmond","Hanover County","Ashland",6288,260700,0.00346420323325635,0.0116414435389988,0.0448897795591182,0.045599448285836,0.0176756221264658,"2019-09","2019-Q3",260700,0,"2019-09"
2019-09-30,74473,"37771","TN","Knoxville","Loudon County","Lenoir City",6289,153600,0.00523560209424084,0.0172185430463576,0.040650406504065,0.0563058246833807,0.0299935344525213,"2019-09","2019-Q3",153600,0,"2019-09"
2019-09-30,84413,"60164","IL","Chicago-Naperville-Elgin","Cook County","Northlake",6290,187900,-0.00371155885471898,-0.00582010582010582,0.0200868621064061,0.0713953198553308,0.0149418874579708,"2006-05","2006-Q2",249500,-0.24689378757515,"2003-09"
2019-09-30,91833,"77303","TX","Houston-The Woodlands-Sugar Land","Montgomery County","Conroe",6291,178800,0.00562429696287964,0.0240549828178694,0.0623885918003565,0.0768125570966798,0.0443976729929318,"2019-09","2019-Q3",178800,0,"2019-09"
2019-09-30,74938,"38652","MS",,"Union County","New Albany",6292,175700,0.00861079219288174,0.0323149236192714,0.053357314148681,0.0614482711585915,,"2019-09","2019-Q3",175700,0,"2019-09"
2019-09-30,84212,"59840","MT",,"Ravalli County","Hamilton",6293,212500,0.0265700483091787,0.0488647581441264,0.041156295933366,0.0510110575152145,0.0302739620420476,"2019-09","2019-Q3",212500,0,"2019-09"
2019-09-30,58234,"01060","MA","Springfield","Hampshire County","Northampton",6294,316500,-0.00346347607052897,-0.000631512472371329,0.021297192642788,0.0453919467021255,0.0263148042266721,"2019-02","2019-Q1",321800,-0.0164698570540709,"2018-11"
2019-09-30,61889,"10603","NY","New York-Newark-Jersey City","Westchester County","Town Of Greenburgh",6295,519100,-0.00115451221858765,-0.0240646738108667,0.0350947158524427,0.0296691862625706,0.0115463046224868,"2006-03","2006-Q1",563200,-0.0783025568181818,"2005-04"
2019-09-30,63842,"15025","PA","Pittsburgh","Allegheny County","Jefferson Hills",6296,75700,-0.00394736842105263,0.0133868808567604,0,0.0602529422886309,0.0203296874644956,"2019-02","2019-Q1",81500,-0.0711656441717791,"2018-09"
